 klimnr period   jan    feb    mar    apr    maj    jun    jul    aug    sep    okt    nov    dec   year
  10331  6190   56.5   39.8   47.7   51.2   60.9   79.1   91.4   81.1   90.0   84.1   79.4   62.1  828.9
  10341  6190   45.4   33.7   37.5   43.9   56.0   74.4   95.4   78.3   81.8   70.0   63.7   49.6  729.8
  10349  6190   44.9   32.4   36.7   43.7   53.9   68.4   89.6   80.6   76.3   65.0   62.9   48.6  703.0
  10355  6190   40.6   30.9   33.4   41.7   57.0   77.3   97.6   77.9   87.9   72.0   62.8   47.5  723.8
  10357  6190   41.9   30.3   33.7   40.6   53.5   69.0   81.7   71.1   72.7   59.1   57.8   45.3  656.8
  10361  6190   47.0   33.1   38.8   41.6   47.0   65.6   77.6   79.1   76.4   71.8   70.5   52.1  700.6
  10363  6190   46.6   33.6   39.3   43.3   52.6   73.8   89.5   80.9   81.9   72.7   67.1   50.4  731.8
  10402  6190   54.4   41.3   44.5   49.1   53.3   74.5   88.1   94.5   86.8   79.5   81.7   60.9  808.5
  10409  6190   52.4   37.1   43.3   47.0   51.2   74.4   84.7   81.4   83.1   73.5   74.2   57.4  759.7
  10410  6190   51.8   37.2   41.9   44.2   51.2   70.3   81.2   89.3   79.3   74.7   71.2   54.4  746.6
  10412  6190   63.7   44.1   50.9   55.0   55.6   78.8   95.5   98.4   91.0   87.3   83.1   67.0  870.3
  10415  6190   52.3   37.4   42.1   45.7   53.2   73.5   90.2   85.9   82.9   75.2   74.2   58.8  771.3
  10418  6190   38.8   28.7   31.4   37.4   43.0   60.7   79.1   77.6   65.3   55.8   53.8   40.3  612.1
  10427  6190   40.1   28.3   30.8   38.2   41.6   65.8   82.5   77.2   64.9   54.4   51.8   40.2  615.8
  10430  6190   38.2   27.2   30.0   38.5   45.1   63.6   75.1   78.7   68.5   55.7   49.9   40.6  611.0
  10431  6190   34.1   24.9   28.8   38.3   45.7   64.2   86.3   81.5   68.5   57.5   51.1   36.0  617.0
  10432  6190   37.8   25.5   29.2   37.9   43.7   63.4   83.5   80.3   63.2   54.3   50.5   37.9  607.2
  10436  6190   38.7   28.1   32.9   40.2   47.5   67.5   82.7   78.7   70.4   58.4   56.0   41.7  642.9
  10451  6190   41.2   30.1   33.8   43.9   53.4   68.4   84.7   77.6   72.4   62.1   57.1   45.7  670.4
  10453  6190   43.3   31.7   33.3   43.6   50.0   67.3   79.6   79.6   72.1   61.1   56.5   44.9  663.0
  10456  6190   36.3   27.2   27.7   36.5   45.4   55.7   72.5   70.7   65.0   46.2   49.6   36.3  569.1
  10458  6190   35.0   26.0   27.3   34.6   41.9   53.2   69.1   66.8   61.5   46.9   48.2   36.0  546.4
  10466  6190   40.7   28.8   32.6   39.2   48.5   64.9   80.8   75.2   69.1   56.3   55.0   43.6  634.7
  10471  6190   48.8   35.5   39.0   43.4   52.0   72.6   89.0   82.9   79.6   70.6   68.5   51.7  733.6
  10500  6190   44.8   31.4   33.8   39.2   34.3   55.6   77.5   69.8   68.6   56.8   60.3   50.1  622.2
  10504  6190   43.9   31.5   33.9   38.8   39.6   56.4   75.6   73.5   69.2   57.6   59.8   47.7  627.3
  10505  6190   51.9   39.0   39.6   43.6   47.4   68.9   82.6   85.1   79.3   70.3   70.3   54.1  734.0
  10506  6190   48.7   34.5   37.8   42.1   44.0   61.3   84.9   82.3   76.9   62.1   64.9   55.8  695.3
  10509  6190   44.9   32.6   32.9   39.2   39.3   56.7   72.6   74.1   65.9   56.8   58.8   48.9  622.6
  10510  6190   44.2   32.4   32.3   40.4   43.9   62.7   77.4   73.7   70.8   57.2   60.9   46.1  641.9
  10516  6190   40.3   29.3   28.1   35.5   37.2   53.3   69.1   77.2   68.8   48.9   51.1   41.8  580.6
  10520  6190   45.6   35.1   36.0   43.3   45.3   62.1   77.9   83.5   73.4   64.2   63.7   49.1  679.3
  10521  6190   46.5   32.8   36.7   45.9   44.4   59.2   78.9   86.7   75.2   56.6   60.2   53.3  676.4
  10522  6190   50.0   36.6   40.5   46.5   50.1   68.9   89.8   89.9   80.7   68.6   68.3   52.9  742.6
  10523  6190   52.1   39.0   44.0   49.1   49.1   67.5   86.0   88.0   80.4   70.9   69.7   55.4  751.1
  10524  6190   59.4   40.3   41.5   48.2   54.1   69.2   86.2   91.7   87.9   77.3   78.1   58.8  792.8
  10526  6190   40.9   29.1   31.0   38.1   41.7   54.2   73.1   76.7   69.0   54.1   53.4   42.1  603.4
  10529  6190   38.8   27.2   29.5   35.9   40.6   55.7   72.1   75.1   68.4   52.5   50.5   40.4  586.6
  10531  6190   40.7   28.0   31.0   39.6   44.5   55.9   76.9   83.1   67.7   51.7   51.8   41.4  612.2
  10536  6190   42.0   28.5   32.5   40.8   45.3   61.9   82.2   77.2   67.6   55.7   53.5   42.7  626.4
  10537  6190   40.6   28.2   32.0   38.2   44.8   58.1   76.0   79.3   70.6   53.1   55.2   40.8  616.9
  10540  6190   37.7   27.0   29.5   35.0   38.3   50.7   71.4   71.8   64.5   49.9   51.7   39.4  566.9
  10541  6190   45.0   32.0   36.0   43.0   48.0   66.0   85.0   83.0   77.0   62.0   62.0   49.0  688.0
  10542  6190   39.2   28.7   31.5   40.7   44.5   53.2   78.0   79.1   67.7   54.1   55.9   41.3  613.5
  10543  6190   43.8   31.4   33.3   40.2   44.9   60.8   82.4   81.4   73.4   58.8   59.2   44.7  654.3
  10544  6190   36.1   24.1   26.3   33.1   36.5   50.3   74.9   76.1   64.7   45.4   49.6   38.5  555.5
  10545  6190   36.9   26.4   27.6   36.7   42.8   61.1   82.5   74.1   68.7   52.7   52.8   36.3  598.5
  10549  6190   47.1   34.0   36.9   45.2   50.5   66.3   92.0   90.5   80.5   63.7   65.1   49.4  721.3
  10550  6190   36.6   27.2   29.3   35.2   38.2   53.1   79.9   74.0   65.8   50.1   53.6   39.2  582.4
  10554  6190   31.5   21.3   23.1   32.6   41.8   51.7   75.2   70.6   60.7   48.2   41.6   29.8  528.1
  10555  6190   33.0   23.2   25.8   35.8   41.2   52.3   77.8   72.0   63.8   48.9   45.8   34.3  553.9
  10557  6190   43.5   30.7   33.7   43.1   46.4   61.2   88.1   78.6   73.6   58.9   60.9   46.9  663.8
  10558  6190   32.3   22.6   25.0   33.7   40.8   52.3   77.2   78.4   62.9   49.7   48.0   34.4  557.3
  10562  6190   43.9   31.0   34.0   41.3   45.0   60.8   82.1   80.6   73.7   59.2   59.3   46.7  657.5
  10563  6190   38.0   26.6   29.3   35.9   39.5   53.3   71.4   74.4   63.9   50.0   51.3   39.1  572.7
  10564  6190   39.7   27.8   30.9   37.5   41.0   55.1   74.3   76.7   66.4   52.5   53.1   40.9  595.8
  10604  6190   40.2   29.1   30.7   34.9   37.0   50.6   70.4   70.4   64.8   52.0   53.4   43.4  577.0
  10605  6190   46.1   33.0   35.8   38.2   41.2   57.9   78.8   80.4   75.0   59.3   60.2   48.5  654.3
  10606  6190   43.7   32.0   33.6   37.9   40.6   55.8   78.5   76.5   70.5   56.7   57.9   46.9  630.6
  10607  6190   46.2   33.1   35.6   38.9   41.3   53.5   72.4   70.5   68.1   53.8   57.8   48.3  619.7
  10608  6190   48.8   32.1   35.6   37.0   45.3   55.8   77.1   72.6   70.8   54.9   58.6   49.3  637.7
  10609  6190   39.8   29.1   31.4   35.0   34.9   49.1   75.1   82.1   66.8   53.5   54.3   44.9  596.2
  10610  6190   41.0   29.3   30.6   35.7   38.7   55.3   74.4   72.5   68.0   53.3   53.9   43.9  596.5
  10611  6190   40.8   29.0   31.3   34.7   34.9   47.7   71.7   77.0   69.8   55.4   54.9   43.2  590.3
  10612  6190   42.5   30.9   32.2   36.4   38.4   48.9   72.2   76.4   66.5   58.2   55.8   48.0  606.3
  10616  6190   36.8   26.7   27.8   31.4   32.6   40.9   62.5   67.9   58.2   48.5   49.3   40.9  523.6
  10617  6190   41.1   29.4   31.8   36.1   35.8   44.6   67.5   80.5   66.6   54.1   54.4   47.6  590.2
  10627  6190   43.2   28.3   32.8   38.6   38.0   52.6   78.3   83.5   75.6   57.6   54.5   43.5  626.5
  10628  6190   42.1   29.9   31.8   37.3   39.4   51.9   75.5   76.3   69.9   53.1   55.5   44.3  607.0
  10630  6190   41.9   30.3   31.3   37.2   36.3   47.4   69.6   78.8   66.8   55.0   54.4   46.2  594.9
  10631  6190   46.2   31.7   34.0   39.0   40.6   52.3   82.6   84.0   74.3   58.3   58.2   46.1  647.1
  10633  6190   47.8   33.3   36.2   39.2   40.6   54.4   82.2   78.0   71.9   56.4   59.9   48.3  661.4
  10636  6190   41.1   29.6   27.8   36.3   37.1   48.1   75.9   76.4   66.5   52.5   50.9   42.9  585.0
  10639  6190   41.0   28.5   32.0   38.1   39.5   51.0   77.3   84.3   76.5   56.3   56.3   43.4  624.4
  10641  6190   45.3   31.9   32.6   39.2   39.1   47.0   69.9   81.8   70.6   58.3   58.6   50.3  624.7
  10642  6190   44.8   32.7   35.1   39.0   41.6   50.2   78.1   79.4   76.3   60.5   61.3   45.6  644.4
  10650  6190   52.2   37.2   40.3   45.7   49.6   63.4   96.7   94.5   88.6   64.8   69.6   55.4  757.9
  10654  6190   47.9   35.4   35.6   40.8   35.8   52.1   68.7   74.7   72.3   58.2   63.0   51.8  636.3
  10657  6190   38.7   27.8   29.0   33.7   33.7   44.4   63.5   67.3   61.9   49.0   51.2   41.1  541.1
  10658  6190   39.5   29.0   30.5   37.7   38.5   52.1   72.2   80.9   77.0   57.9   56.6   46.0  617.9
  10661  6190   46.1   33.2   35.4   39.7   42.0   56.3   82.9   84.5   75.6   60.4   61.2   50.4  667.8
  10663  6190   43.4   29.9   31.7   37.7   38.2   48.1   73.1   82.3   70.8   54.2   54.8   44.6  608.8
  10664  6190   45.5   32.4   31.4   39.4   39.2   47.0   70.9   75.5   70.9   56.8   56.3   48.4  613.5
  10672  6190   35.0   25.0   27.0   32.0   35.0   46.0   64.0   65.0   59.0   46.0   46.0   38.0  517.0
  10701  6190   43.6   31.8   30.9   33.4   35.6   46.0   73.4   82.8   63.8   53.8   59.5   51.2  605.8
  10708  6190   40.3   28.7   31.9   34.1   35.4   46.8   65.7   80.1   62.2   54.8   56.4   46.4  582.8
  10712  6190   47.0   37.0   32.0   35.0   35.0   44.0   64.0   79.0   63.0   55.0   64.0   49.0  604.0
  10713  6190   46.5   32.5   33.2   35.0   31.7   38.8   74.6   73.8   58.9   55.1   62.0   51.6  593.6
  10714  6190   45.0   31.0   31.0   33.0   30.0   37.0   71.0   70.0   56.0   52.0   59.0   49.0  564.0
  10718  6190   36.1   27.7   26.9   30.7   33.1   41.7   68.1   70.5   60.2   47.6   52.6   40.2  535.3
  10723  6190   40.7   28.8   30.1   35.1   35.0   43.3   68.2   72.9   63.2   52.1   53.4   44.4  567.2
  10724  6190   46.7   36.4   33.9   34.5   37.2   45.1   77.4   80.5   65.0   56.4   64.8   53.1  630.9
  10725  6190   50.9   34.5   34.3   40.2   37.3   42.5   78.8   86.2   71.3   59.9   69.1   56.1  661.1
  10727  6190   48.8   37.4   35.2   40.8   38.7   41.9   70.8   78.7   68.5   56.8   62.8   54.4  634.7
  10733  6190   43.2   31.9   30.6   34.9   34.9   43.2   67.9   76.4   64.3   52.4   57.3   47.6  584.9
  10737  6190   42.4   33.2   34.0   35.0   38.6   41.4   62.6   83.9   69.1   54.1   60.3   50.7  605.4
  10740  6190   48.0   34.6   32.1   40.2   39.2   43.9   68.7   82.0   66.5   54.8   56.5   51.4  617.9
  10741  6190   45.5   32.9   32.0   39.6   38.9   45.5   69.5   77.6   67.3   54.5   56.8   48.5  608.5
  10742  6190   40.3   28.8   29.3   34.2   34.7   43.5   65.9   70.6   62.7   51.1   52.9   43.7  557.6
  10743  6190   46.3   33.0   33.7   39.4   40.1   50.5   75.2   81.4   73.0   58.9   60.7   50.1  642.4
  10744  6190   23.3   18.7   19.9   21.6   29.0   33.8   49.9   57.7   49.8   36.5   37.4   25.7  403.4
  10745  6190   45.1   30.7   30.1   38.1   39.1   43.2   64.5   77.3   67.0   49.8   54.0   47.6  586.3
  10756  6190   44.0   28.9   30.0   35.3   38.1   44.4   60.8   69.8   69.4   52.4   54.9   45.1  572.9
  10762  6190   34.1   26.3   25.2   29.8   31.3   36.3   57.3   66.8   54.7   44.4   49.5   37.3  493.2
  10804  6190   46.4   33.6   34.3   34.8   32.3   41.3   80.0   68.8   63.5   57.1   67.9   56.5  616.7
  10810  6190   44.6   34.5   33.3   34.4   33.7   40.1   70.7   69.7   61.7   54.8   63.5   54.0  595.1
  10811  6190   45.4   34.3   30.5   36.4   31.1   43.3   77.5   72.2   64.7   56.3   63.0   53.3  607.9
  10815  6190   42.6   31.1   30.1   34.2   31.6   41.9   70.9   69.4   61.7   53.5   59.5   49.0  575.5
  10817  6190   33.0   24.5   24.0   25.9   24.9   31.6   50.6   51.2   46.4   39.9   45.3   37.4  437.1
  10818  6190   42.6   31.1   30.1   34.2   31.6   41.9   70.9   69.4   61.7   53.5   59.5   49.0  575.5
  10832  6190   30.5   22.8   22.2   25.5   26.0   30.5   44.6   60.3   48.6   39.5   46.8   34.9  432.0
  10863  6190   35.4   26.6   25.8   27.9   27.0   33.9   53.9   54.7   50.4   43.0   48.4   40.4  467.4
  10864  6190   43.7   32.9   31.3   34.4   35.5   44.1   72.3   74.9   64.4   55.2   61.6   51.3  601.3
  10871  6190   41.2   30.4   29.5   33.4   35.3   46.0   68.3   69.6   64.4   48.7   56.0   44.5  567.2
  11202  6190   40.6   29.8   33.6   39.3   58.1   72.0   95.1   73.7   87.4   70.3   61.2   46.2  703.1
  11207  6190   40.8   30.6   34.0   37.3   53.9   67.0   87.2   71.6   79.1   64.6   58.0   47.3  671.4
  11208  6190   44.0   32.6   36.5   36.4   57.0   69.2   87.7   72.3   80.8   67.3   60.2   50.9  694.8
  11217  6190   46.8   36.7   39.7   45.1   59.3   76.6   97.0   78.9   87.9   73.5   63.6   55.7  760.6
  11223  6190   46.6   35.6   41.5   42.4   61.6   78.5   94.5   86.6   89.9   78.1   65.3   51.2  771.7
  11236  6190   55.6   41.6   46.2   43.3   61.7   79.3   97.0   93.9   93.2   83.5   71.9   67.0  834.1
  11251  6190   30.8   21.8   27.3   29.8   42.9   62.6   83.0   66.3   59.0   44.3   40.1   37.0  553.2
  11252  6190   32.1   24.5   26.7   30.3   45.6   66.8   84.1   65.5   64.0   53.2   41.5   39.7  575.3
  11304  6190   45.7   32.1   39.7   47.8   56.6   70.9   89.0   78.1   81.9   69.8   63.8   50.6  726.0
  11305  6190   49.9   36.1   41.3   46.5   56.9   72.7   87.2   78.2   84.5   70.4   66.2   52.3  737.4
  11306  6190   47.3   34.3   38.4   47.3   60.6   72.6   89.4   82.2   89.9   73.1   68.9   54.4  758.4
  11308  6190   50.4   36.0   42.7   48.7   55.3   70.8   91.5   81.8   81.4   69.3   66.5   53.0  747.4
  11310  6190   49.6   36.7   41.7   48.7   63.7   75.1   94.5   85.2   96.0   81.5   74.8   57.6  805.1
  11319  6190   42.6   30.5   34.3   41.6   55.9   70.1   82.5   76.9   74.1   60.4   57.5   47.4  673.6
  11321  6190   41.9   27.0   31.3   37.2   50.2   64.9   77.6   66.2   67.2   57.7   51.9   42.8  613.1
  11323  6190   31.5   25.8   29.7   34.5   47.5   63.7   84.0   68.7   71.4   51.4   45.4   38.7  601.0
  11326  6190   37.3   28.3   32.3   36.9   49.6   64.5   80.7   70.5   72.9   58.3   52.5   43.6  627.5
  11341  6190   34.2   26.5   30.2   33.6   48.8   66.5   80.4   67.6   70.6   55.0   45.5   39.6  601.1
  11401  6190   35.0   26.6   26.6   36.9   47.2   59.8   78.1   73.3   68.9   50.8   51.2   36.6  591.1
  11407  6190   36.1   28.3   31.7   38.2   45.2   61.4   83.8   79.8   69.7   52.1   52.7   41.1  620.0
  11408  6190   37.4   28.2   31.0   38.1   46.9   61.3   80.4   74.2   70.0   53.3   52.8   41.2  614.9
  11412  6190   43.5   32.5   35.6   41.8   51.5   66.1   83.6   84.7   75.7   60.0   62.3   46.6  684.0
  11414  6190   33.0   24.4   28.2   33.1   40.2   52.6   67.8   60.1   60.1   47.8   45.3   36.6  529.3
  11415  6190   37.6   27.3   29.4   36.0   46.6   62.0   83.2   68.6   67.9   54.1   51.3   40.7  604.6
  11416  6190   35.4   26.7   27.8   33.1   45.6   60.4   80.8   70.2   69.2   52.7   51.5   41.2  594.6
  11423  6190   49.0   36.0   41.1   47.3   57.1   75.3   98.8   88.5   88.8   68.8   68.4   55.6  774.6
  11427  6190   50.6   38.7   45.9   52.6   55.9   71.0   90.8   92.1   90.8   72.0   70.4   58.4  791.0
  11433  6190   48.1   36.7   41.4   48.7   57.2   79.4   99.9   90.0   91.5   69.5   65.4   55.5  783.2
  11436  6190   41.4   32.5   40.3   45.2   54.4   73.2   95.2   86.4   88.0   67.3   58.8   47.8  731.8
  11439  6190   44.9   34.8   40.9   48.1   55.9   70.4   93.7   84.0   86.6   65.5   65.4   52.5  742.6
  11440  6190   42.3   31.6   39.3   46.4   54.2   65.4   93.1   80.7   80.2   59.3   58.2   48.3  699.0
  11441  6190   37.3   28.5   32.7   39.5   46.5   61.0   80.8   73.4   70.7   52.6   52.6   43.3  618.9
  11448  6190   32.9   24.9   28.5   38.0   45.8   62.7   81.3   75.0   67.0   43.8   44.3   38.1  582.2
  11451  6190   30.0   22.0   26.5   34.9   44.6   66.8   88.1   70.9   66.5   43.6   38.6   35.9  568.3
  11463  6190   47.0   33.0   38.0   47.0   56.0   78.0   98.0   88.0   83.0   65.0   64.0   54.0  751.0
  11471  6190   45.2   34.4   40.1   46.4   55.5   71.9   96.0   88.6   85.5   64.5   63.8   51.5  743.3
  11503  6190   47.1   37.3   38.2   43.1   45.7   60.0   84.1   86.5   75.6   55.0   58.8   50.3  681.7
  11504  6190   38.0   28.5   28.6   36.4   43.0   56.9   78.6   76.0   68.2   51.8   52.4   43.7  602.0
  11510  6190   38.7   29.7   28.8   36.8   43.6   60.7   83.8   77.1   66.8   52.0   52.1   41.3  611.4
  11522  6190   36.8   27.6   29.9   35.8   40.2   52.5   73.5   70.7   64.0   48.2   50.4   41.1  570.7
  11523  6190   39.1   28.1   29.6   37.7   41.9   54.6   76.1   74.9   63.3   46.6   51.4   42.2  585.4
  11532  6190   39.6   29.9   31.4   40.6   46.0   58.4   85.5   74.3   69.2   50.6   55.5   43.3  624.1
  11545  6190   40.3   30.2   34.6   41.9   48.1   65.5   89.3   80.4   75.5   54.2   56.3   47.1  663.5
  11550  6190   35.2   25.5   30.5   35.9   43.6   58.5   83.2   73.0   62.0   45.0   51.1   40.7  582.2
  11557  6190   36.1   27.4   31.1   39.0   42.1   61.3   80.7   79.8   66.3   49.0   49.8   42.4  604.9
  11559  6190   33.9   25.0   27.3   33.8   39.8   58.1   77.3   71.8   65.0   44.5   46.1   38.9  561.5
  11571  6190   52.3   38.7   44.8   54.2   61.7   75.8  101.4   98.4   95.4   74.5   73.0   58.9  829.1
